index_redacao,prompt,title,essay,c1,c2,c3,c4,c5,score
1045,91,"Brasil contra o retrocesso, o sofrimento e o risco.","['Na ciência, o negacionismo é definido como a rejeição de conceitos básicos e incontestáveis, apoiados por consenso científico, em detrimento de ideias radicais e controversas. O maior exemplo disso na atualidade brasileira é o próprio presidente da nação negar a importância da vacinação frente a pandemia do covid-19, custando milhares de vidas. Diante desse contexto, é notório que o negacionismo científico causa prejuízos tanto a saúde quanto, ainda, a educação dos brasileiros.', 'Quanto ao primeiro ponto, é importante perceber que o negacionismo científico está intimamente relacionado as fake news, ou seja, o compartilhamento de desinformação ou boatos através, principalmente, das redes sociais. Um reflexo disso está no fato de que, segundo o jornal Uol, no Brasil, o sarampo retornou em 2019 e a vacinação contra a poliomielite, que desde 1990 estava controlada, em 2016 não atingiu sua meta. Pois o movimento antivacina, que não possui nenhum embasamento, tem feito o índice de vacinação cair e doenças contagiosas erradicadas ou perto disso voltaram a aparecer. Observar um cenário como esse é avistar um quadro de retrocesso sofrimento e riscos.', 'Ademais, é correto afirmar que a educação está sendo negligenciada pela ação do negacionismo científico.  Uma vez que o Brasil tomou a decisão de fazer cortes inimagináveis em universidades federais responsáveis por pesquisas capazes de melhorar consideravelmente as condições de vida da população. A exemplo disso está a pele de tilápia usada no tratamento de queimaduras, desenvolvida na universidade federal do Ceará, mas que já é utilizada em outras partes do mundo. Logo, negar conhecimento é reconhecer a ignorância, a educação deve ser vista como um valor e a ciência como um recurso a ser explorado.', 'A par das considerações feitas, cabe refletir sobre iniciativas capazes de combater o negacionismo científico no Brasil. Diante disso, o MEC - Ministério da Educação, órgão responsável pela legislação e regulamentação da educação no Brasil - deve  adotar uma democracia direta, isto significada, uma organização na qual todos os cidadãos podem participar diretamente do processo de tomada de decisões. Isso dentro da sua capacidade de compreensão, desmistificando jargões científicos. Afinal, é natural que o desconhecido assuste, e uma decisão como essa significa estar ao lado do progresso e da educação, dito que o conhecimento não deve ser de propriedade apenas dos cientistas. Com essa finalidade, todos os brasileiros sentir-se-ão representados.']",160,200,160,200,160,880
1048,91,Efeitos do negacionismo cientifico na conjuntura brasileira,"['No filme “O menino que descobriu o vento” é apresentado como William, estudante de uma aldeia que passava por um período de seca, tem suas idéias, baseadas em leituras científicas para salvar as colheitas, negadas e mesmo substituídas por alternativas baseadas em suposições da população. Fora da ficção, os efeitos do negacionismo cientifico se apresentam similarmente na contemporaneidade brasileira. Sendo este perpetuado principalmente nas áreas onde o acesso educação de qualidade é mínimo e é desencorajado pela ineficiência governamental na disseminação e aplicação da ciência no país.', 'Em primeiro plano, é imprescindível destacar a vitalidade da comunicação durante o compartilhamento dessa ciência. Semelhante ao conflito presente, tivemos, em 1904, a Revolta da Vacina, evento este marcado pela ira do povo para com a medida obrigatória de vacinação. Conquanto, ao analisar o contexto histórico, se torna compreensível, em vista que o governo vigente jamais se importou em explicar a importância da vacinação e direcionava sua economia para as metrópoles , que a população tendesse, como na atualidade, a acreditar em fontes não disseminadas pelo governo e os meios de saúde, devido falta de acessibilidade de forma clara.', 'Ademais, é incontrovertível o impacto do papel passivo do Estado na garantia da prevalência dos meios científicos sobre os demais. Na Constituição federal de 1988 é declarado como dever estatal a asseguração de medidas para acesso e distribuição, de forma igualitária, aos serviços envolvendo a saúde, a área mais afetada pelo negacionismo. Contudo, em vista do aumento do apoio a este movimento radical e a diminuição no número de brasileiros que procuram a vacinação e os tratamentos medicinais, é conclusivo que o governo fez a quebra com o proferido na conjuntura, ajudando indiretamente na prolongação do quadro alarmante.', 'Portanto, em vista do supracitado, é mister que o Estado reconheça sua influência na problemática, devido falta de investimentos e promoção ao acesso área cientifica, e trabalhe com o Ministério da Saúde na criação de um projeto governamental que vise, por meio da instalação de instituições educacionais públicas e divulgação midiática, o compartilhamento de informações e resolução de dúvidas da população sobre os meios científicos com a ocorrência de palestras e debates abertos feitos por profissionais da área da saúde e a apresentação de dados que comprovem a veracidade da ciência. Destarte, ocasionando, por meio da ampla disseminação clara do conhecimento comprovado, uma significativa diminuição do movimento negacionista e garantindo que idéias fundamentadas, como as de William, se tornem a voz da nação.']",160,160,160,200,160,840
1049,91,Efeitos do negacionismo científico na sociedade,"['O movimento terraplanista acredita que a erra seja plana mesmo sendo comprovado cientificamente o contrário. Essa rejeição de fatos comprovados é uma das principais questões envolvendo a ciência atualmente, uma vez que compromete seu desenvolvimento e corrobora para seu retrocesso em âmbitos como o da saúde e da história. Dito isso, por ser um agravante na sociedade, torna-se necessária a adoção de medidas para intervir na questão.', 'Nesse sentido, o negacionismo em conjunto com a desvalorização das universidades resultam na estagnação da ciência. Isso é devido falta de apoio social e governamental que impacta negativamente nos avanços científicos, pois,  o conhecimento e a instituição são afetados pelo descrédito e pelo corte de verbas, um exemplo de descredibilização foi a fala do ministro da educação, Weintraub, de haver “balbúrdia” nas universidades. Dessa forma, o papel da entidade para com a sociedade, de promover seu desenvolvimento, é prejudicado assim como os próprios indivíduos.', 'Ademais, negar a ciência implica em atrasos na saúde e na história, além de danos à população. Nesse cenário, o movimento antivacina ganhou adeptos e pôs vidas em risco pois fez surgir doenças antes erradicadas, como a poliomielite, já na história existe aqueles que recusam a existência do holocausto. A partir disso, revela-se a falta de comprometimento com o corpo social, e de desentendimento da gravidade dos efeitos proporcionados pela prática do negacionismo.', 'Portanto, a partir do exposto, nota-se a necessidade de enfrentar tal problemática. Para isso, é preciso que o Ministério da Educação em conjunto com os órgãos de produção científica, por meio de verbas públicas, formule propagandas publicitárias em redes sociais com a finalidade de ampliar a divulgação de projetos e trabalhos científicos, incentivando o debate crítico dos temas abordados, podendo dessa maneira, combater a recusa do conhecimento. Além disso, também é importante que haja maior repasse de verbas para as faculdades públicas, pela Lei Orçamentária Anual. Logo, a sociedade e a instituição irão colaborar em conjunto para o progresso da ciência.']",160,160,120,160,160,760
1062,86,O Black Mirror da Vida Real e Suas Consequências,"['O episódio ""Nosedive""  da série ""Black Mirror""  retrata uma sociedade em que o indivíduo,para ter um bom status em suas redes sociais,precisa demonstrar ter sempre uma vida feliz e perfeita,algo que não faz bem para seu emocional e não reflete a realidade da vida de ninguém. Fora da ficção as redes sociais funcionam de maneira análoga,por isso é necessário discutir a relação entre redes sociais e saúde mental e sanar os problemas nessa relação.', 'Primeiro,é necessário saber quais os problemas que as redes sociais trazem para o emocional de seus usuários e porque eles são trazidos. Logo que alguém entra em uma rede social é bombardeado por postagens de corpos e vidas,aparentemente, perfeitas e,normalmente,esses perfis perfeitos têm milhões de seguidores,assim essa pessoa acha que para ser aceita precisa ser perfeita,mas acaba se frustando ao não atingir esse padrão irreal,assim fazendo com que essa pessoa se sinta inferiorizada .Outro ponto a se destacar é que,segundo o livro ""Galáxia da Internet"",as relações interpessoais nas redes sociais são mais frágeis,por exemplo:basta uma pessoa deixar de seguir outra no Instagram para que uma amizade virtual,de anos,acabe. Um desses fatores ou a combinação deles pode fazer o usuário dessas redes sociais desenvolver transtornos alimentares,depressão e ansiedade.', 'Em segundo plano,é preciso saber porque essas mazelas se perpetuam. Segundo a empresa Global/Weblendex o brasileiro passa cerca de 20% do seu dia em redes sociais,então o brasileiro é constantemente afetado pela falsa perfeição dos influenciadores,que a usam para vender produtos,além disso com os novos editores fica difícil saber o quanto do que se vê na internet é real,além disso as pessoas ficaram tão obcecadas pelas redes que esqueceram de viver fora delas.', 'Portanto,o impasse precisa ser resolvido. Para isso,o Ministério das Comunicações fará,por meio dos veículos de mídia,uma campanha para desmistificar a perfeição nas redes sociais. Paralelamente,o Ministério da saúde,com a ajuda do MEC(Ministério da Educação),colocará nas escolas psicólogos para ajudar os jovens emocionalmente prejudicados pelas redes sociais e o MEC deverá,por sua vez,promover palestras nas escolas que incentivarão os alunos a diminuir seu tempo nas redes,porque como diria Immanuel Kant:""o homem é aquilo que a educação faz dele"".É esperado que outros países ajam como o Brasil. Assim,não mais,a sociedade viverá em um episódio de ""Black Mirror"".']",200,160,160,200,160,880
1063,91,Redação / 19,"['No século XXI o ato do negacionismo vem sendo comumente usado para evitar ou negar uma realidade. A partir disso, sabe-se que é necessário analisar o negacionismo no campo científico visto que isso traz sérios males sociais, sendo eles o prejuízo na propagação de conhecimento, na saúde e bem-estar social.', 'Primeiramente, cabe ressaltar que o negacionismo científico corroe a adesão do conhecimento. Desse modo, faz-se mister analisar a Revolução Tecnológica, em conjunto com a Indústria 4.0, visto que a amplitude do acesso às informações, assim como a disseminação de fake news, prejudica o acesso às notícias de qualidade e aos meios com teor científico verifico. No mais, sabe-se que o ato de negar tira dos indivíduos o direito fundamental do princípio humano de obter conhecimento e aprendizado.', 'Segundamente. é válido ressaltar que a negação do saber científico desfavorece a saúde e o bem-estar da coletividade. Dessa forma, observando o contexto pandêmico iniciado em 2019, no Brasil e no mundo, trouxe ao conhecimento público a importância da ciência para a descoberta do genoma do coronavírus, assim como a existência de métodos para melhorar a saúde mental e o bem-estar físico. Por meio disso, fica imprescindível que ao negar a transmissão do saber através de dados não reais, além de prejudicar a propagação de conhecimento infere no bem-estar social, assim como na saúde humana.', 'Em suma, sabe-se da necessidade de correção dos malefícios trazidos pelo negacionismo científico. No mais, cabe ao Ministério da Ciência, Tecnologia e Inovação criar  um projeto de contenção de notícias falsas, utilizando as mídias como meio de ação, assim como, em colaboração com a sociedade, manifestar a importância do conhecimento científico e sua relevância social. Assim, o ato negacionista não existirá no âmbito social.']",160,160,160,200,160,840
1065,91,,"['Segundo o filósofo George Santayana, aqueles que não conseguem lembrar o passado estão condenados a repeti-lo. Analisando o pensamento e relacionando-o a realidade brasileira, é notório que os efeitos do negacionismo científico afetam de forma evidente a sociedade atual, além de que o problema está inserido em todo o sistema educacional brasileiro e mundial, em virtude de que anteriormente na história do mundo já foram presenciados diversos efeitos negativos do negacionismo científico e novamente a sociedade comete o mesmo erro e sofre os mesmos efeitos.', 'Nessa perspectiva, pode-se afirmar que o descaso governamental com a educação e a escassa abordagem do negacionismo em instituições de ensino causam a falta de resoluções e o agravamento da situação mais uma vez.', 'De acordo com Nelson Mandela, ex-presidente da África do Sul, a educação é a arma mais poderosa que você pode usar para mudar o mundo. Sendo assim, é possível compreender que a educação assume um importante papel para o presente e o futuro da sociedade, entretanto o sistema educacional recebe grande negligência governamental, proporcionando a carência de conteúdos importantes, tal como o negacionismo científico e seus efeitos.', 'Portanto, fica evidente a importância dos estudos sobre os efeitos e o que negacionismo científico traz sociedade, e da falta que uma atenção maior para o sistema educacional gera ao país. Consequentemente cabe ao governo e ao Ministério da Educação  elevarem a qualidade do conhecimento, por meio da inclusão de novas matérias, conteúdos e atividades – que devem ser acessíveis para todos os tipos de instituições – com o propósito de orientar e educar a todos sobre o negacionismo. Em vista disso, preparando o cidadão brasileiro para algo semelhante que possa ocorrer no futuro, ou se tudo acontecer conforme as expectativas, encerrando os problemas relacionados à falta de atenção e informação sobre o assunto.']",160,160,120,160,160,760
1070,91,,"['Devido à crise sanitária em que o mundo se encontra, a propagação do negacionismo se torna ainda mais preocupante. A desinformação e disseminação de fake news nos meios de comunicação geram uma onda de incertezas mediante aos avanços científicos, a tentativa de minimizar ou anular os efeitos da pandemia tem como resultado um debate ideológico que nada ajuda para resolver uma questão de saúde pública.', 'O ato de questionar os avanços da ciência acarreta uma série de problemáticas, as pessoas passam a duvidar de tudo o que é comprovado cientificamente e acreditar somente no senso comum, em algo sem nenhum estudo ou dado concreto para se basear e, em alguns casos essa crença afeta não só a pessoa como uma boa parte da sociedade . A vacinação, em alguns casos, só tem eficácia se uma grande parcela obtiver as doses, participantes do movimento antivacina, por exemplo, ao se negarem a tomar tal dose se tornam possíveis transmissores, acontece até de doenças erradicadas voltarem a aparecer no país, como foi o caso do sarampo.', 'Em meio à pandemia, a prioridade do Estado e da população deveria ser o combate ao vírus da C-19, porém é comum observar pessoas discutindo sobre a gravidade do vírus para o sistema imunológico e muitas vezes comentando sobre um suposto exagero da mídia. Perante tais discussões surgiram fontes informando formas alternativas para se prevenir, remédios caseiros ou até mesmo sem prescrição médica, tratamentos não testados cientificamente, diversas desinformações que prejudicam o trabalho dos profissionais da saúde.', 'Os governantes devem contribuir com um posicionamento voltado ao bem estar do cidadão, criando programas com profissionais da área da saúde para conscientizar e tirar dúvidas da população, combatendo as fake news nas redes sociais, financiando e acompanhando de perto os avanços científicos, pois o primeiro passo para o combate ao negacionismo é a informação.']",160,160,120,160,160,760
1072,92,....,"['Na Lei n°9459 de 1997 diz que serão punidos quem praticar, induzir ou incitar a discriminação ou preconceito a raça, cor, etnia, religião ou precedência nacional. Nesse sentido, tal premissa não se faz presente no contexto brasileiro vigente, uma vez que pessoas de ascendência asiática vem sendo alvo de racismo e chacota. Logo, faz-se necessário medidas a fim de amenizar esse impasse, que dentre as principais causas estão a falta de atitude governamental somada à omissão da sociedade.', 'Sob essa perspectiva, convém enfatizar que a falta de atitudes do governo está entre as principais causas do preconceito com pessoas amarelas. Nessa óptica, de acordo com o filantropo Chico Xavier, a omissão de quem pode e não auxilia o povo é comparado ao um crime que se pratica contra a comunidade inteira. De maneira análoga, é quase inexistente politicas públicas e privadas voltada para esclarecer e conscientizar a população acerca de assuntos que, ao longo do tempo, foram vistas de forma preconceituosa. A exemplo disso, pode-se destacar a força que esse racismo ganhou depois que Donald Trump,  usou um termo racista para se referir s pessoas amarelas e ao vírus C-19. Dessa forma é inaceitável que esse tipo de crime seja tolerado.', 'Ademais, a omissão da sociedade está ligada como mais um dos fatores que agravam o impasse. Nesse contexto, de acordo com o filosofo brasileiro Felipe Pondré, o qual afirma que a evasão ao estrangeirismo é ainda entendida, pela maioria do povo brasileiro, como uma pratica comum e que pode ser justificada pelo medo da crise econômica e da decadência da identidade nacional. Sob esse viés, é perceptível a perpetuação de um cenário brasileiro que, que ao invés de estender a mão contribui para a exclusão, chacota e preconceito pessoas asiáticas.', 'Fica evidente que a falta de atitude do governamental e a omissão da sociedade são prejudiciais ao preconceito amarelo e que, portanto  é necessário mudanças. Por isso o Ministério Da Educação, deve promover  debates midiáticos em parceria com as mídias que, sobretudo, abordem as consequências negativas da postura preconceituosa dos brasileiros quanto aos asiáticos. Nesse sentido, o intuito de tal medida é tornar possível pessoas amarelas e a punição a quem cometer esse crime. Feito isso, uma sociedade mais justa e consciente será formada, e a atitude de cooperação, defendida por Chico Xavier, finalmente estará em ação para benefício de todos.']",160,200,160,200,160,880
1080,92,Discriminação étnica e suas consequências,"['A pandemia do coronavírus – provocada pelo vírus Sars-cov19, surgido em Wuhan, na China -, que atingiu o Brasil na primeira metade do ano de 2020, evidenciou e intensificou a discriminação contra indivíduos de origem asiática, dado que o surgimento desse vírus é associado aos hábitos chineses. Logo, esse preconceito se dá, principalmente, a esteriótipos e à desinformação criados pela população brasileira , que podem ter desdobramentos graves não só para os cidadãos asiáticos, mas também para a sociedade.', 'Sob essa perspectiva, o conceito denominado Habitus, desenvolvido pelo filósofo francês Pierre Bourdieu, consiste na ideia de que os indivíduos desenvolvem padrões de pensamento – como o de hostilizar a cultura dos povos de origem asiática devido à esteriótipos- externalizados pela sociedade. Essa mentalidade habitual é, lamentavelmente, banalizada, o que evidencia não só a desinformação da população, mas também sua falta de empatia e respeito.', 'Ademais, esses hábitos podem ameaçar a cidadania das vítimas, a partir do momento em que elas são, eventualmente, excluídas e estigmatizadas pela sociedade apenas por causa de sua ascendência. A esse respeito, a Declaração Universal dos Direitos Humanos, promulgada,  em 1948, pela Organização das Nações Unidas (ONU), prevê a igualdade de direitos a todos os cidadãos. Entretanto, a maioria das pessoas de origem asiática lidam, principalmente, durante a pandemia com o estigma e o desrespeito de grande parte da população. Ocorre que, devido a isso, as vítimas desenvolvem traumas psicológicos, a exemplo de ansiedade e depressão, que podem, por sua vez, resultar em algo mais grave como um suicídio. Adicionalmente, essa discriminação pode gerar consequências para a coletividade, haja vista que as relações sociais seriam afetadas.', 'É necessário, portanto, com vistas a desmitificar esteriótipos e gerar informação à população brasileira, que o Ministério da Educação elabore campanhas informativas e educativas acerca da cultura asiática , que serão divulgadas por meio da mídia, especificamente, nas redes sociais, uma vez que têm maior abrangência. Essa iniciativa terá a participação de pessoas de ascendência asiática, que irão relatar casos em que foram desrespeitadas devido a sua etnia. Espera-se, com isso, que os ideais propostos pela Declaração Universal dos Direitos Humanos sejam exercidos na prática por todos.']",160,160,160,200,160,840
1081,92,Minoria modelo e o preconceito amarelo,"['Em dezembro de 2019  a cidade chinesa de Wuhan notificou a descoberta de um novo coronavírus, que, em poucos meses, alastrou-se pelo mundo e adquiriu status de pandemia. Devido a isso, tornou-se comum que pessoas amarelas (pessoas de ascendência asiática) fossem culpados pela disseminação do vírus e discriminados. Todavia, o preconceito contra amarelos é um problema antigo que, devido à falta de informações e debates sobre o assunto, acabou sendo normalizado pela sociedade.', 'Antes de tudo, é preciso destacar que a falta de discussão sobre o preconceito amarelo pode ser atribuída ao mito da ""minoria modelo"", que se utiliza de estereótipos supostamente positivos sobre asiáticos (como dizer que são mais inteligentes, trabalhadores e honestos) para apontá-los como um modelo a ser seguido por outras minorias e reforçar a ""meritocracia"". Entretanto, esses estereótipos também são utilizados para deslegitimar as conquistas e esforços de pessoas amarelas e quando alguém não se encaixa nesse modelo, é discriminado, como ocorreu com a doutora Nise Yamaguchi, que foi alvo de piadas racistas após seu depoimento na CPI da Covid.', 'Além disso, há o mito das três raças, que apresenta o Brasil como constituído unicamente por brancos, negros e indígenas e gera o apagamento de pessoas amarelas nascidas no Brasil, contribuindo para que continuem sendo tratados como estrangeiros em seu próprio país. Como exemplo, é possível citar o caso envolvendo o presidente Jair Bolsonaro, que ao ser questionado sobre o livro Tormenta, da jornalista Thaís Oyama, chamou a autora de ""japonesa"" e disse não saber o que ela faz no Brasil, apesar de a jornalista ser brasileira nata. Entretanto, essa conduta não é um caso isolado, visto que na sociedade brasileira são comuns ações como chamar toda pessoa amarela de ""japa"" ou dizer que ""todo asiático é igual"".', 'Por conseguinte, é necessário que o governo  tome ações que combatam o preconceito amarelo, investindo principalmente em informar a população sobre essas formas de discriminação e desconstruir os mitos relacionados a pessoas asiáticas, o que pode ser feito ao abordar essas questões nas escolas e em anúncios em canais de televisão abertos, além de criar e divulgar centros de denúncia, de modo a garantir que essas ações não continuem impunes.']",160,160,160,200,160,840
1082,92,O COMBATE AO PRECONCEITO AMARELO,"['No panorama atual, tem ganhado visibilidade o preconceito amarelo, que seria uma atitude genérica de discriminação ou rejeição de pessoas nascidas ou com ascendência de países asiáticos. É necessário ter em mente que atitudes discriminatórias são nocivas para a sociedade,endo assim, para combater um problema social como o preconceito amarelo a presença de representatividade midiática é de suma importância, principalmente no momento, pois devido ao vírus da Covid-19, que surgiu na China, a população asiática tem sofrido constantes ataques.', 'Indubitavelmente, existe uma falta de representatividade asiática nas produções de entretenimento e publicidade, quando se faz presente acaba por reforçar estereótipos do senso comum. Essa é uma questão que ganhou destaque quando o filme sul-coreano Parasita se tornou o primeiro de língua não-inglesa a ganhar o Oscar de melhor filme no ano de 2020; desde então muitas plataformas como a Netflix vem aumentado o destaque para produções com atores asiáticos, o que é importantíssimo, pois a presença nos meios de comunicação desta comunidade de forma não discriminatória é capaz de quebrar o padrão que o Ocidente implantou na sociedade e muitas vezes causa reações de aversão para com esta população.', 'Outrossim, a pandemia causada pelo vírus da Covid-19 que surgiu na China agravou a situação sofrida pela comunidade asiática, pois a ideia de que eles são responsáveis pela existência da doença se propagou pelo mundo, piorando e aumentando os ataques preconceituosos. A propagação e aceitação dessa ideia é uma consequência da não compreensão da cultura Oriental e também da não identificação das pessoas de origem asiática como iguais as de origem não-asiática,embora como tenha dito a cantora e dançarina norte americana Josephine Baker ""nem todo mundo tem a mesma cor, a mesma língua ou os mesmos costumes, mas todos têm o mesmo coração, o mesmo sangue e a mesma necessidade de amor"".', 'Com base no que foi mencionado, cabe mídia , estrutura responsável pela difusão de informações, notícias, mensagens e entretenimento promover a participação da população asiática nos meios de comunicação através de produções cinematográficas e produções publicitarias com participação de pessoas dessa comunidade, Ministério da Saúde também carece conscientizar a sociedade por meio de palestras sobre como se desenvolveu o vírus da Covid-19 e, desta forma, evidenciar que a comunidade amarela não é culpada pelo seu surgimento, com objetivo de não prejudicar o bemestar e o desenvolvimento do corpo social como um todo.']",160,120,120,200,120,720
1090,92,Preconceito gera preconceito,"['Preconceito amarelo é um tipo de xenofobia,  apenas contra asiáticos. Apesar de ser pouco discutido, ele está presente no nosso cotidiano seja de forma mais agressiva, como em discursos de ódio, seja de maneira sutil, com piadas comuns e a utilização de termos preconceituosos, como para entrar na USP tem que matar um japonês” ; “xing-ling”; “japinha”; “chinês fala enrolado”; entre outras. A utilização de termos como estes, além de influenciar o aumento do preconceito, pode afetar as relações sociais e econômicas com asiáticos.', 'Nos Estados Unidos, o ex-presidente Donald Trump utilizou termos pejorativos para se referir ao coronavírus e aos descendentes asiáticos, especialmente chineses. Este fato não só incentivou ainda mais o preconceito, como também gerou atritos desnecessários entre o país norte-americano e a China, além de uma intensa guerra econômica, que tem influência em escala mundial.', 'Já no Brasil, o Ibrachina (Instituto sócio-cultural Brasil-China), criou uma central para receber denúncias de casos de preconceito amarelo, com objetivo de entregá-las às autoridades. Apesar de muitos não saberem, discriminação racial amarela também é crime, e não apenas a negra. A central foi criada durante a pandemia, que escancarou o problema. Em forma de resistência, franceses-asiáticos criaram a hashtag #JeNeSuisPasUnVirus, que expandiu-se por todo mundo, em português: #EuNãoSouUmVírus.', 'Apresentados os fatos, cabe aos governos e institutos destinados ao problema, não apenas brasileiros, mas de todo o mundo, criarem campanhas  que expliquem sobre o preconceito amarelo e seus problemas, a fim de mudar a mentalidade da população sobre o assunto. As campanhas devem ser acessíveis e veiculadas especialmente via redes sociais.']",160,160,120,160,160,760
1099,86,P,"['Na obra ""O Alienista""  do grande escritor brasileiro Machado de Assis, conta a história do Dr. Simão que julgara quase todos de uma cidade como loucos por não agirem dentro de um padrão normal. Analogamente, na atualidade o uso das redes sociais trás grande impacto na vida das pessoas, devido, o modismo imposto pelos influenciadores digitais e as severas críticas de anônimos. Dessa maneira, isso causa vários problemas para as pessoas, dentre eles a baixa autoestima e a depressão.', 'Primeiramente, a baixa autoestima é uma típica inaceitação pessoal que está cada vez mais presente entre os indivíduos. Sob esse viés, essa falta de amor próprio pode ser vista no filme ""O corriga"" de 2019,onde o protagonista Arthur é muito criticado pela sociedade, se tornando um vilão  .Fora da ficção, muitos internaltas usam perfis falsos apenas para descriminar os terceiros, o que faz um vasto número de pessoas não se aceitarem e até tomarem medidas extremas como o suícidio. Dessa forma, deve-se evitar acontecimentos parecidos.', 'Ademais, a falta de adequação á moda dita pelos influenciadores digitais deixam muitos seguidores depressivos. Oposto a isso, na frase de Anne Frank escrita em seu diário ,diz: "" Deixe-me ser eu mesma, e então estarei satisfeita"". Logo, os indivíduos precisam aceitar-se como são, e não de acordo com ""padrões"" igualmente Arthur que acabou em um hospício por distúrbios mentais . Nesse sentido, caso a população estiver disposta a se enquadrar a esse modismo, deverá estar ciente do grande risco posta á sua saúde tanto física quando mental.', 'Portanto, urge que o governo federal (como orgão mais adequado) arja contra os agressores por meio da punição severa, para impedir que as discriminações feitas por indivíduos anônimo se perpetue. Além disso, o Ministério da Saúde deve criar uma ""#seja você mesmo"", por meio das redes sociais, afim de insentivar a população a se aceitar e questionar sobre a existência de alguém complemente normal como fez Machado de Assis em sua obra.']",160,160,160,200,160,840
1100,93,Conscientização dos métodos de parto no Brasil,"['Ao longo dos anos, houve um aumento pela optação do parto humanizado em virtude da procura por uma experiência confortável para a mãe e o bebê, onde a mãe possui controle e a autonomia de escolher e personalizar sua experiência de parto. Além disso, grande parte dessa procura vem da vontade de um parto livre de interferências médicas desnecessárias, onde muitas vezes afeta negativamente a experiência do parto. Nesse mesmo contexto, o parto humanizado não é livre de intervenções médicas, uma vez que as escolhas dos parto são feitas com um profissional que junto da mãe decidem as necessidades do parto, tais como, o local, o uso ou não de medicamentos, o tipo de parto e etc...', 'Atualmente a cesárea é o modelo de parto mais normal no Brasil, mesmo com a recomendação da Organização Mundial Da Saúde (OMS) de realizar a cesárea em apenas casos necessários, onde visam evitar riscos ou tratar complicações. Muitas mulheres tiveram uma péssima experiência com esse mesmo modelo de parto , sendo um método arcaico e intrusivo onde não há acolhimento e privacidade, por conta da quantidade de pessoas entrando e saindo do quarto. Contudo caso haja necessidade de intervenção médica durante o parto humanizado, o mesmo deverá ser realizado.', 'Diante do modelo de padrão mais utilizado no Brasil, evidencia-se a falta de autonomia da mulher durante seu próprio trabalho de parto. Parte desse fato se dá por um contexto histórico que se estende até a sociedade atual onde mulheres são obrigadas a lutar pelo seu direito de ser ouvida e respeitada, mesmo envolvendo questões sobre seu próprio corpo e bem-estar. Esse mesmo contexto contribui para a desinformação de escolhas e consequências sobre as opções de parto, tendo em vista que os relatos de mulheres que passaram por um existência ruim de parto não são credibilizadas e acabam sendo silenciadas.', 'Sem dúvida é de suma importância a propagação de informação e o incentivo à implementação dos pássaros humanizados em clínicas e hospitais. Através de rodas de conversas e palestras em escolas com profissionais prontos para explicar e sanar dúvidas, assim como incentivo dos servidores de saúde pública através de campanhas de informação, será possível assegurar um sistema qualificado de partos no Brasil.']",160,120,120,160,120,680
1104,93,O parto como forma de libertação feminina,"['O corpo da mulher é visto como um tema polêmico desde a Idade Média quando gradualmente começaram a ser tratado ou como fonte do pecado, ou como figura casta e distante. Séculos depois, por mais que a luta feminina tenha avançado de forma significativa, ainda existem muitos entraves frente à discussão de como uma mulher se relaciona consigo mesma em termos biológicos e de papel social. Consequentemente, o parto humanizado representa uma medida vinculada saúde pública que garante maior dignidade às futuras mães.', 'Em decorrência de anos de sujeição a um sistema de saúde preponderantemente formulado por homens, as mulheres eram tratadas como um organismo estranho nos laboratórios. O livro ""Ulysses"" de Franz Kafka ilustra ao longo de vários capítulos o quão doloroso e desumano era o parto, tanto que o narrador personagem, Leopold Bloom, se condói com o caso de uma mulher que passou dias no hospital com hemorragia sem conseguir ter o filho e passível de contrair várias doenças. Assim, uma visão que valoriza a mulher como indivíduo no momento em que concebe uma vida poderia evitar tamanho trauma e riscos de contaminação.', 'Ademais se relaciona com o direito ao próprio corpo, o qual é um dos fundamentos universais da sociedade liberal. Segundo Locke. todos tem direito propriedade e liberdade, ou seja, domínio sobre como é tratado, sem a possibilidade de ser violado por outro. Entretanto, o parto durante muito tempo foi um procedimento em demasia invasivo, ao tratar a grávida como um objeto. Por conseguinte, a humanização é apenas uma forma de retomar uma condição intrínseca a um tratamento humano. Então, a medicina, como ciência que trata dos males humanos, deve se ater a mulher como pessoa, antes de ser apenas a progenitora, porque quando colocada em segundo plano, muitas vezes é submetida a procedimentos violadores e que podem deixar marcas físicas e psicológicas permanentes.', 'A mulher antes de ser mãe é uma pessoa e o parto humanizado apenas reflete essa condição. Portanto, é uma questão de saúde pública ao remontar as bases da medicina e reivindicar o papel feminino frente os tratamentos, de forma que não seja por completo passiva, mas sim um objeto de estudo que tem seu lugar de fala garantido. A conquista de tal posição reflete, em uma série de outros procedimentos, uma visão menos utilitarista, o que melhora a prática médica como um todo. A concepção de uma vida não deveria deixar cicatrizes em outra, mas sim principiar uma comunhão humana.']",160,160,120,160,80,680
